,Country,Year,Delta GDP (%)
525,Thailand,2018 a 2019 (%),3.34645669291338
526,Saudi Arabia,2018 a 2019 (%),1.7403915881073262
527,Spain,2018 a 2019 (%),2.7977617905675656
528,Malta,2018 a 2019 (%),2.3622047244094446
529,Taiwan Province of China,2018 a 2019 (%),0.219780219780219
530,Kuwait,2018 a 2019 (%),1.7639077340569909
531,Suriname,2018 a 2019 (%),
532,Trinidad & Tobago,2018 a 2019 (%),0.6541291905151292
533,El Salvador,2018 a 2019 (%),-1.488833746898266
534,Guatemala,2018 a 2019 (%),2.432778489116516
535,Uzbekistan,2018 a 2019 (%),3.616133518776077
536,Slovakia,2018 a 2019 (%),2.975206611570247
537,Japan,2018 a 2019 (%),2.5502318392581103
538,South Korea,2018 a 2019 (%),2.7646129541864184
539,Ecuador,2018 a 2019 (%),2.5871766029246457
540,Bahrain,2018 a 2019 (%),1.7937219730941756
541,Italy,2018 a 2019 (%),2.373417721519
542,Bolivia,2018 a 2019 (%),3.3288948069241098
543,Moldova,2018 a 2019 (%),4.26179604261796
544,Paraguay,2018 a 2019 (%),2.39520958083832
545,Kazakhstan,2018 a 2019 (%),2.6246719160105014
546,Slovenia,2018 a 2019 (%),3.199343724364234
547,Lithuania,2018 a 2019 (%),3.425229741019198
548,Nicaragua,2018 a 2019 (%),3.892215568862256
549,Peru,2018 a 2019 (%),2.7837259100642386
550,Belarus,2018 a 2019 (%),2.694898941289714
551,Poland,2018 a 2019 (%),2.5510204081632626
552,Malaysia,2018 a 2019 (%),5.167958656330751
553,Croatia,2018 a 2019 (%),3.587443946188351
554,Libya,2018 a 2019 (%),5.989847715736052
555,Russia,2018 a 2019 (%),2.780191138140742
556,Jamaica,2018 a 2019 (%),1.46520146520146
557,North Cyprus,2018 a 2019 (%),2.766476810414953
558,Cyprus,2018 a 2019 (%),2.766476810414953
559,Algeria,2018 a 2019 (%),2.3493360572012234
560,Kosovo,2018 a 2019 (%),3.157894736842115
561,Turkmenistan,2018 a 2019 (%),3.543307086614167
562,Mauritius,2018 a 2019 (%),2.752293577981657
563,"Hong Kong S.A.R., China",2018 a 2019 (%),2.348754448398571
564,Estonia,2018 a 2019 (%),3.083333333333349
565,Indonesia,2018 a 2019 (%),3.5595105672969973
566,Vietnam,2018 a 2019 (%),3.6363636363636376
567,Turkey,2018 a 2019 (%),3.0487804878048808
568,Kyrgyzstan,2018 a 2019 (%),3.9622641509434064
569,Nigeria,2018 a 2019 (%),1.0159651669085612
570,Bhutan,2018 a 2019 (%),2.1356783919597833
571,Azerbaijan,2018 a 2019 (%),1.85546875
572,Pakistan,2018 a 2019 (%),3.83435582822087
573,Jordan,2018 a 2019 (%),1.8248175182481674
574,Montenegro,2018 a 2019 (%),3.3431661750245922
575,China,2018 a 2019 (%),4.044489383215355
576,Zambia,2018 a 2019 (%),2.8469750889679624
577,Romania,2018 a 2019 (%),4.121863799283143
578,Serbia,2018 a 2019 (%),2.9743589743589816
579,Portugal,2018 a 2019 (%),2.77777777777779
580,Latvia,2018 a 2019 (%),3.397212543554029
581,Philippines,2018 a 2019 (%),4.129032258064513
582,Somaliland Region,2018 a 2019 (%),
583,Morocco,2018 a 2019 (%),2.8241335044929317
584,Macedonia,2018 a 2019 (%),2.502606882168923
585,Mozambique,2018 a 2019 (%),3.0303030303030276
586,Albania,2018 a 2019 (%),3.384279475982521
587,Bosnia and Herzegovina,2018 a 2019 (%),3.2786885245901454
588,Lesotho,2018 a 2019 (%),3.601694915254239
589,Dominican Republic,2018 a 2019 (%),3.3604887983706533
590,Laos,2018 a 2019 (%),6.111111111111112
591,Mongolia,2018 a 2019 (%),3.7199124726476906
592,Swaziland,2018 a 2019 (%),
593,Greece,2018 a 2019 (%),2.3396880415944565
594,Lebanon,2018 a 2019 (%),2.2797927461139844
595,Hungary,2018 a 2019 (%),2.561912894961571
596,Honduras,2018 a 2019 (%),3.548387096774186
597,Tajikistan,2018 a 2019 (%),4.008438818565407
598,Tunisia,2018 a 2019 (%),2.333333333333343
599,Palestinian Territories,2018 a 2019 (%),2.336448598130847
600,Bangladesh,2018 a 2019 (%),5.63909774436091
601,Iran,2018 a 2019 (%),3.8715769593956617
602,Ukraine,2018 a 2019 (%),3.4047919293820783
603,Iraq,2018 a 2019 (%),3.2673267326732702
604,South Africa,2018 a 2019 (%),2.127659574468077
605,Ghana,2018 a 2019 (%),3.2094594594594517
606,Zimbabwe,2018 a 2019 (%),2.521008403361358
607,Liberia,2018 a 2019 (%),-3.9473684210526327
608,India,2018 a 2019 (%),4.715672676837723
609,Sudan,2018 a 2019 (%),
610,Haiti,2018 a 2019 (%),2.539682539682553
611,Congo (Kinshasa),2018 a 2019 (%),36.231884057971
612,Nepal,2018 a 2019 (%),4.941176470588249
613,Ethiopia,2018 a 2019 (%),9.090909090909104
614,Sierra Leone,2018 a 2019 (%),4.6875
615,Mauritania,2018 a 2019 (%),2.333931777378795
616,Kenya,2018 a 2019 (%),3.8539553752535483
617,Djibouti,2018 a 2019 (%),
618,Armenia,2018 a 2019 (%),4.166666666666674
619,Botswana,2018 a 2019 (%),2.359882005899716
620,Myanmar,2018 a 2019 (%),4.105571847507328
621,Georgia,2018 a 2019 (%),3.86869871043376
622,Malawi,2018 a 2019 (%),2.6881720430107503
623,Sri Lanka,2018 a 2019 (%),3.376906318082784
624,Cameroon,2018 a 2019 (%),2.6168224299065512
625,Bulgaria,2018 a 2019 (%),3.6053130929791344
626,Egypt,2018 a 2019 (%),3.1638418079096065
627,Yemen,2018 a 2019 (%),-35.06787330316743
628,Angola,2018 a 2019 (%),
629,Mali,2018 a 2019 (%),4.054054054054057
630,Congo (Brazzaville),2018 a 2019 (%),-1.319648093841641
631,Comoros,2018 a 2019 (%),
632,Uganda,2018 a 2019 (%),3.105590062111796
633,Senegal,2018 a 2019 (%),4.895104895104896
634,Gabon,2018 a 2019 (%),2.0270270270270174
635,Niger,2018 a 2019 (%),5.343511450381677
636,Cambodia,2018 a 2019 (%),4.553734061930759
637,Tanzania,2018 a 2019 (%),4.615384615384599
638,Madagascar,2018 a 2019 (%),4.580152671755733
639,Central African Republic,2018 a 2019 (%),8.333333333333325
640,Chad,2018 a 2019 (%),-2.2346368715083775
641,Guinea,2018 a 2019 (%),10.465116279069786
642,Ivory Coast,2018 a 2019 (%),5.175600739371511
643,Burkina Faso,2018 a 2019 (%),5.414012738853513
644,Afghanistan,2018 a 2019 (%),5.42168674698793
645,Rwanda,2018 a 2019 (%),8.132530120481917
646,Benin,2018 a 2019 (%),3.9682539682539764
647,Syria,2018 a 2019 (%),-10.159651669085623
648,Burundi,2018 a 2019 (%),-49.45054945054945
649,Togo,2018 a 2019 (%),6.1776061776061875
650,Puerto Rico,2018 a 2019 (%),
651,Belize,2018 a 2019 (%),
652,Somalia,2018 a 2019 (%),
653,Namibia,2018 a 2019 (%),0.5720823798627039
654,South Sudan,2018 a 2019 (%),-9.198813056379828
655,Gambia,2018 a 2019 (%),
